GEOID,Population2012,MedianAge2012,MHI2012,MedianRent2012,MedianValue2012,PercEduAttain2012,PercPoverty2012,PercWhite2012,PercBlack2012,Population2019,MedianAge2019,MHI2019,MedianRent2019,MedianValue2019,PercEduAttain2019,PercPoverty2019,PercWhite2019,PercBlack2019,MHI_rel_growth,MedianValue_rel_growth,MedianRent_rel_growth,PercEduAttain_rel_growth,eligible,gentrified
11001002102,4816,36.5,45385,944,373700,34,19.2,9.4,64.1,5660,38.4,95238,1235,533900,84.8,12.7,1.4,0,0.8846149124159963,0.28310299705646247,0.1749507415254239,1.4941176470588236,0,0
11001002201,3665,35.2,66071,1784,366000,28.5,6.2,13.1,78.3,3264,40.3,94667,433,618300,90.4,5.1,0,0,0.2868040849994704,0.5172000819672131,-0.7820194506726458,2.1719298245614036,0,0
11001002202,3492,34.1,42661,868,346300,29.8,20.4,7.9,76,3332,34,59167,1227,564500,89.9,5.8,2.5,0,0.24558455497995824,0.4639833958995092,0.2695491935483869,2.016778523489933,1,1
11001002301,2838,39.6,65729,942,386200,40,13.4,21.3,70.3,3608,36.7,151656,1298,632300,94.5,5,0.4,0.1,1.0721790016583244,0.4704003883997929,0.23750934182590222,1.3624999999999998,0,0
11001002302,1647,44.7,60898,1782,324700,43,28.4,28.7,68.4,1612,44.6,57386,2067,365700,91.6,19.4,2.1,0,-0.15369360898551676,0.011503449337850302,0.04173552188552199,1.130232558139535,0,0
11001002400,3670,37.4,63646,1084,430300,36.5,14.6,22.9,65.6,4104,36.5,104457,1822,623600,88.5,8.5,0.8,0,0.47397843855073374,0.3015458052521498,0.5095370848708487,1.4246575342465753,0,0
11001002501,2319,37.6,27143,897,586300,33.1,37.7,21.8,73.3,3260,34.7,103208,NA,690800,76.9,11.7,0.8,0,2.414917466750175,0.058174108818011216,NA,1.323262839879154,0,0
11001002502,5011,35.3,41824,1063,458900,28.7,17.8,33.8,46.7,6734,34.6,84157,1457,645200,74.5,12.7,2.5,0.7,0.8071299182287681,0.2627023752451514,0.23097996237064922,1.5958188153310107,0,0
11001002600,2426,47.1,108472,1457,872300,71.1,7.7,40.6,50,2652,39.7,176979,1494,947700,98.3,6.5,0,0.3,0.46530754388229223,-0.024269895678092457,-0.07909306794783799,0.3825597749648384,0,0
11001002701,4849,32.5,52833,1230,568800,66.2,15.9,73.1,20.1,5802,33.2,69666,1432,713500,83,14.7,0.7,0.3,0.18424156493100896,0.12657234528832628,0.045592845528455106,0.2537764350453171,0,0
11001002702,5172,32.7,91961,1249,758700,62.2,5.5,68.9,21.2,6049,35.4,98536,1624,865000,84,6.4,1.9,0.4,-0.0376879155294092,0.023931066297614434,0.16774571657325854,0.35048231511254,0,0
11001002801,4037,31.1,47037,1051,439600,43.7,23.6,39.2,43.5,4048,30.3,56273,1438,705400,85.9,22.7,0,0,0.07444737759636033,0.4411277070063695,0.22879904852521427,0.965675057208238,0,0
11001002802,4740,29.8,47721,1008,375900,32.8,19.8,56.5,28.5,5056,31.4,73846,1211,375300,76.8,22.6,1.8,0,0.3897674524842314,-0.10333351955307268,0.07896736111111102,1.3414634146341466,0,0
11001002900,4641,30.4,64493,997,551500,47.3,14.2,51.5,32.5,4416,31,116875,1782,678700,85.6,8.2,2,0,0.6275477571209278,0.10524110607434256,0.6052298896690069,0.8097251585623679,0,0
11001003000,3505,30,63438,1519,533100,60.3,28.7,44,50.7,3732,30.8,97122,1335,701400,90.3,23.2,0,0,0.374968760049182,0.18163072594259977,-0.21068894009216588,0.49751243781094523,0,0
11001003100,3368,29.1,61750,1184,363900,40.2,10.7,47.8,28.9,3605,33.3,116858,1675,626200,87.3,7.5,1.6,0,0.6995978914979757,0.545452651827425,0.27053842905405423,1.171641791044776,0,0
11001003200,4880,34.8,68750,791,375200,32.8,15.7,39.1,55,5301,33.5,113277,1433,594000,81.7,17.3,0.3,0,0.4797683447272729,0.42183208955223894,0.6270256637168141,1.4908536585365857,0,0
11001003301,3033,34.4,88674,2001,516800,63.9,16.8,33.6,60.5,4138,33.9,138264,3148,767800,94.9,8.2,1,0,0.4003529602814806,0.3342902089783282,0.41290294852573717,0.48513302034428807,0,0
11001003302,2052,35.9,107159,1347,526800,63.8,16.7,29.1,64.7,2306,33.7,143750,1945,831300,97.3,9.3,0.7,0,0.20476931475657678,0.417218166287016,0.2968110616184112,0.5250783699059562,0,0
11001003400,4950,21,53398,638,434900,55.4,23.7,25,68.9,5007,21.7,94706,1053,803900,90.9,14.7,0.8,0.3,0.5928585078092812,0.6601117268337549,0.4822873040752351,0.640794223826715,0,0
11001003500,3728,23.6,64183,966,419300,38.3,26,23.2,68,5053,23.8,92656,1591,611400,88.2,18.1,0.7,0.2,0.296517046569964,0.3095595993322202,0.4791688405797101,1.3028720626631856,0,0
11001003600,4301,33.6,60284,1098,583100,48.1,12.9,49.2,39.8,4765,32.5,96759,1689,659400,89.1,16.5,0.6,0,0.4414978750580585,0.01561848739495808,0.38150355191256846,0.8523908523908523,0,0
11001003700,4964,29.2,55479,1131,441200,54.2,16.4,43.9,47.7,5005,32.7,76324,1353,501700,87.3,17.2,0.9,0.7,0.23554109482867402,0.021252878513146056,0.07438488063660476,0.6107011070110699,0,0
11001003800,4689,33.5,89853,1368,594500,74.2,10,63.4,19.7,5174,33.8,106149,1820,679400,95.4,8.9,0.6,0,0.060982013956128345,0.026356837678721545,0.19484064327485373,0.2857142857142858,0,0
11001003900,4368,34,76563,1404,400000,81.6,6.8,71.7,18.5,4588,37.3,117404,1865,396300,95,3.4,1.2,0,0.3771734702140721,-0.11020742499999991,0.19298896011396005,0.1642156862745099,0,0
11001004001,3533,38.4,106227,1634,477200,91,2.7,91.1,3.7,4628,34,141929,2309,625700,96.6,3.1,0,0.5,0.1999438457266045,0.17757998742665548,0.2691021419828641,0.06153846153846154,0,0
11001004002,2408,34.6,89868,1538,566700,83,3.9,83,7.2,3302,34.5,133819,2016,678700,100,4.8,0,0.4,0.33732634419370644,0.07559638256573131,0.1772234070221066,0.20481927710843384,0,0
11001004100,2735,44.2,107734,1900,991300,83.1,6.1,87,3.9,2604,41.9,156625,2172,1018700,99.2,4.8,0,0,0.30566870718621786,-0.07707609200040355,0.02667010526315794,0.1937424789410349,0,0
11001004201,3559,31.1,87237,1688,531400,83.6,9.9,84.3,8.3,3767,31.5,127938,1964,807500,95.3,1.7,0.4,0.6,0.31711450187420476,0.36472666541211884,0.04494573459715645,0.13995215311004783,0,0
11001004202,2545,32,82594,1566,568000,91.4,7.6,83.9,3.2,2376,32.9,103056,1889,602600,100,6.2,1.1,0.2,0.12059706031915152,-0.04719179577464783,0.08334029374201779,0.09409190371991238,0,0
11001004300,2952,38.2,75625,1231,597500,66.8,7.1,63.3,33.3,4088,34.8,98578,1742,660000,94.5,4.8,0,0,0.17068299900826456,-0.007956485355648524,0.2709099918765232,0.41467065868263475,0,0
11001004400,5327,32.4,105635,1813,601600,78.8,15.6,67.5,25.5,5793,33.5,163262,2710,781700,95.8,6,0.6,0.3,0.3880399697070098,0.16696271609042546,0.3424440154440156,0.2157360406091371,0,0
11001004600,2666,32.2,74643,1216,452300,46.9,9.7,29.1,65.2,3075,36.4,117300,1429,681800,94,10.1,0.4,0,0.4113464089063945,0.3538018571744417,0.05541521381578951,1.0042643923240937,0,0
11001004701,3158,28.7,26122,616,444900,39.8,30.7,18.3,72.3,4886,30,54333,1161,567700,87.7,28.1,0.2,0,0.8680218704540237,0.14599094178467076,0.6926852272727271,1.2035175879396989,0,0
11001004702,1766,32.4,72607,1396,488600,61.4,17.3,43,51.3,3600,34.3,119125,2454,531300,90.5,10.3,1.2,0.2,0.4734965292602642,-0.02341275071633231,0.5787517191977076,0.4739413680781759,0,0
11001004801,2018,39.5,84875,920,573500,52.5,12.1,37.7,57.1,2999,32.6,118571,1933,769900,93.5,8.1,1.3,0.4,0.25465231340206174,0.20566205754141254,0.8869861956521738,0.7809523809523808,0,0
11001004802,3081,32.7,61417,993,484200,43,20.3,27.6,54.8,3587,31.8,95947,1785,619300,89.8,16.9,0.3,0,0.40303174528225094,0.14868510945890123,0.6144093655589125,1.0883720930232559,0,0
11001004901,2359,30,54010,678,756600,54.7,21.2,54,42.6,3420,32.3,120873,2193,921000,93.1,13.1,0.6,0,1.0099248528050362,0.09324623314829505,1.904916371681416,0.7020109689213891,0,0
11001004902,2709,29.9,94375,1581,590600,62.3,10.2,65.3,26.7,3457,33.1,130278,2032,622500,94,14,1.2,0,0.23976340980132438,-0.053391043007111394,0.15429424414927273,0.5088282504012842,0,0
11001005001,1868,31.8,127828,1789,721700,74.6,8.9,67.1,29.2,2060,33.8,145903,2306,930700,91.5,9.1,0.2,0,0.025092188722345643,0.15818438409311364,0.1576403577417551,0.22654155495978556,0,0
11001005002,6111,34.8,76175,1317,550700,53.4,11.1,66.6,19.5,5798,34.5,87394,1768,472200,91.3,15,1.7,0,0.03037153134230386,-0.22992042854548755,0.20564981017463935,0.7097378277153559,0,0
11001005201,5340,34.5,78438,1550,492800,83.5,8.9,77.4,13,5855,33.9,104952,1899,615800,96.6,5,1.1,0.8,0.20168019582345287,0.12226051136363636,0.10031735483870974,0.1568862275449101,0,0
11001005301,5349,33,92771,1693,468000,91.6,8.6,87.5,5.7,5118,33.3,100392,1914,424700,99.6,9.8,0.5,0,-0.028122417565834112,-0.1849934401709401,0.015335735380980653,0.0873362445414847,0,0
11001005500,6651,32.3,97596,1943,564000,87.8,12.1,80.4,6,6609,34.9,107108,2347,719300,98,15.3,0,0.6,-0.014368470019263113,0.14539597517730485,0.08483823983530625,0.11617312072892938,0,0
11001005600,6061,27.7,64446,1596,497400,82.4,25,71.9,9.1,6773,27.4,79357,1826,644100,99,27.3,1.4,0.2,0.10589519442634132,0.16297991556091662,0.027525438596491147,0.20145631067961167,0,0
11001005800,2678,34.4,123500,2001,480500,83.3,6.8,66.1,7.5,3656,43.6,143462,2577,612900,92.9,16.2,0.5,0.5,0.04326495708502032,0.14556813735691976,0.15662353823088448,0.11524609843937594,0,0
11001005900,3452,30,84375,2001,461700,58.7,28.5,53,35.3,2511,27.6,98750,2185,542700,90.7,27.7,2,0,0.051109629629629616,0.05566140350877191,-0.01931609195402295,0.545144804088586,0,0
11001006400,1821,36,22599,368,372500,18.2,33.9,3.3,86.8,2834,31.9,30676,678,617300,76.5,35.5,0.2,0,0.21908560555776813,0.4883144429530202,0.6546516304347825,3.2032967032967035,0,0
11001006500,2591,36.5,140243,1486,727700,83.8,3.9,90.8,4.9,3010,33.3,150694,2114,925200,98.3,18.8,1.3,0,-0.03497300114800739,0.14184707984059375,0.2776469717362047,0.17303102625298328,0,0
11001006600,1919,34.7,139250,1653,897300,94.6,5,95.2,2.1,1996,41.2,115417,1882,1036600,100,3.8,0,0,-0.255612152962298,0.03752419480664204,0.022519177253478517,0.05708245243128962,0,0
11001006700,4139,37.7,141150,1612,790700,85.4,4.3,81.2,13.7,4424,36.8,149333,1894,904400,98,2.8,0,0.5,-0.04983374211831393,0.027243758694827314,0.055211786600496415,0.14754098360655732,0,0
11001006801,1998,36.6,89265,1144,448500,49.2,12.1,36.5,62.6,2454,34.9,113800,1904,661100,95,9.8,0,2,0.1449479639276312,0.32382142697881844,0.49473986013986027,0.9308943089430892,0,0
11001006802,2452,35.7,103114,1432,497000,53,8.7,41.7,54.9,2578,32.6,150735,2239,725000,99.5,4.3,0.5,0.3,0.3128683156506391,0.31010563380281697,0.4042219972067038,0.8773584905660377,0,0
11001006804,2769,33.9,NA,NA,NA,2.8,93.5,3.6,92.2,2800,33.8,160938,NA,825000,74.7,49.4,0.8,0,NA,NA,NA,25.67857142857143,0,0
11001006900,2366,36.5,115139,1208,620200,70.6,4.8,64.4,28.9,2699,36.4,174036,2167,848500,98.9,3.5,4.7,1.1,0.3575046821667722,0.2286969525959368,0.6110783940397351,0.40084985835694065,0,0
11001007000,2566,34.3,110192,1468,625400,79.5,6.1,82.3,14.6,2444,33.8,158229,1975,920800,96.7,2,0.4,0.2,0.2896168950559024,0.322306491845219,0.20827486376021787,0.2163522012578616,0,0
11001007100,3267,30.8,55677,396,411400,47.4,47.3,31.9,65.1,3369,31.6,100863,1424,572500,89.9,32.8,1.6,0,0.6269745191012446,0.24978670393777347,2.229531313131313,0.8966244725738399,0,0
11001007200,2817,31.4,89181,1856,405100,68.5,12,58,35.8,6827,31.9,128328,2355,612100,96.7,6,1,0,0.29233106603424486,0.35701557640088866,0.1395611530172416,0.41167883211678835,0,0
11001007301,3170,22.7,66250,2001,NA,41.6,2,72.5,19,4803,24.3,94677,2674,NA,100,5.1,2.9,1,0.28346284830188684,NA,0.20015962018990519,1.4038461538461537,0,0
11001007304,3744,34.3,33341,626,264500,10.5,38,1.7,98.3,4245,30.1,31736,955,335000,76.9,36.7,0,0,-0.14513357127860582,0.13748015122873336,0.3701046325878594,6.323809523809524,1,0
11001007401,2327,26.4,13730,393,262000,7.2,53,3.5,96.2,1721,32.7,14413,607,266300,70.8,68.6,0,0,-0.05722394027676614,-0.08716019083969462,0.3871417302798983,8.833333333333332,1,0
11001007403,3273,27.1,30000,966,173300,5.4,35.4,0.1,98.4,2805,28.8,32162,1177,245400,90.7,33.2,0,0,-0.03717692666666661,0.2717469128678591,0.09426884057971008,15.796296296296294,1,0
11001007404,3476,25.4,29454,1023,263900,18.8,39,1.6,97.8,4061,27.8,69063,1251,354600,88.4,14,0.2,0,1.1058423405989002,0.20676870026525207,0.09826304985337253,3.702127659574468,1,1
11001007406,3431,21.4,29963,1074,350000,4.9,42.5,0,100,3809,20.3,NA,1469,278200,90.4,54.8,0.6,0,NA,-0.2861387999999999,0.22840679702048416,17.448979591836736,1,0
11001007407,2404,34.2,37269,929,259800,10.2,22.3,1.6,99.5,3234,32.4,36477,1183,311900,83.4,19.9,0,0,-0.12098543829992758,0.07820396458814471,0.14365156081808395,7.176470588235295,1,0
11001007408,3379,25.1,18630,895,753500,3.1,53.8,1.2,98.5,3193,31.2,23401,1235,266200,79.9,59.5,0,0,0.1280965163714438,-0.6827150364963503,0.23927765363128506,24.7741935483871,0,0
11001007409,3788,27.3,25474,830,295800,8.8,40.6,0,100,4405,28.2,39244,1132,273400,80.6,27.2,1,0,0.3835689879877522,-0.16991027721433394,0.22487855421686764,8.159090909090908,1,0
11001007502,4686,26.5,28804,858,272400,11.7,47,1,99.2,5933,31.3,27885,1042,294900,84.4,37.5,0,0,-0.130554141785863,-0.027717731277533075,0.09069953379953377,6.213675213675215,1,0
11001007503,2545,26.7,32262,1024,237700,8.2,40.8,0,99.8,2619,28.9,31250,1000,371600,84.5,41.3,0.6,0,-0.13007175624573797,0.4040132940681531,-0.12294921874999998,9.30487804878049,1,0
11001007504,2475,29.1,18924,842,216300,11.4,54.4,2.1,97.9,2999,31.8,16770,1002,406000,79.3,54.4,0,0,-0.20412507926442613,0.6857540453074433,0.06876033254156777,5.956140350877193,1,0
11001007601,4314,43.1,42121,873,268900,10,18.5,2,97.5,5162,37.9,39492,981,338600,87,19.1,0.4,0.3,-0.15795529071009706,0.13089126069170676,0.009205154639175372,7.699999999999999,1,0
11001007603,3606,48.8,48674,884,238100,28.8,12.6,9.3,89.2,4214,39.5,51571,986,191100,83.3,30.4,0.8,0,-0.048446499157661194,-0.27918139437211253,0.0017269230769230148,1.8923611111111112,1,0
11001007604,3476,45.7,53323,953,389800,31.1,14.1,5.6,92.5,4189,40.5,66121,1147,438800,88.7,23.4,0.6,0,0.11365208446636532,0.010996100564392153,0.08092413431269674,1.852090032154341,0,0
11001007605,3763,38.6,42863,947,281300,16.7,27.8,1.5,95.1,4256,36.9,38659,1201,262200,90.3,25.2,0,0,-0.18998558430347845,-0.1628801279772485,0.13898426610348458,4.407185628742515,1,0
11001007703,5455,31.4,35496,860,233500,10.2,26.9,0,99.1,7050,27.6,28231,1005,340000,83.8,31.5,0.2,0,-0.2857149791525806,0.30772591006423977,0.04952383720930231,7.215686274509805,1,0
11001007707,4287,34.4,50091,730,271000,16.5,15.8,2.1,98.4,4748,32.1,40161,905,304400,85.9,29.7,0.9,0,-0.279938629693957,0.008788339483394969,0.11339794520547941,4.206060606060606,1,0
11001007708,2704,37.7,27256,871,202000,13.4,33.5,0.9,99.1,3055,31.7,28639,1064,278100,81.7,44.9,0,0,-0.05632939903140588,0.23644361386138613,0.09710493685419053,5.097014925373134,1,0
11001007709,1597,47.3,32725,884,232900,11.5,19.1,4.1,94,2410,39.9,32974,1090,347100,89.7,22.6,0,0,-0.09506648128342243,0.3384736367539718,0.10738574660633482,6.8,1,0
11001007803,2774,42.1,25000,1107,260900,18.1,25.3,1.3,97.7,4354,33.3,46231,1087,302200,84,26.2,1.6,0,0.660802444,0.040267612111920315,-0.11812583559168932,3.640883977900552,1,0
11001007804,3087,34.6,29320,608,259500,7.3,25.7,0.8,95.4,4220,30.1,53565,497,328600,82.1,26.7,3.1,0,0.6407478342428377,0.13724724470134864,-0.2658623355263158,10.246575342465754,1,0
11001007806,2213,40.7,39632,831,250000,15.1,21.9,6.6,93.5,2480,39.8,49429,988,384600,89.5,15.3,0,0.5,0.1201096311061769,0.38163704,0.0677771359807462,4.927152317880795,1,0
11001007807,2271,34.7,21813,845,200800,5.4,37.4,0.5,99.8,2298,38.7,41324,1108,296700,87.4,19.1,0,0,0.70142045569156,0.32702325697211165,0.17762698224852058,15.185185185185187,1,1
11001007808,4537,24.3,38929,496,230100,21,37.3,1.3,96.2,4159,30.8,35000,924,295800,76.1,35.5,0,0,-0.1925428343908141,0.15453272490221637,0.6730733870967742,2.6238095238095234,1,0
11001007809,2575,37.6,33297,916,195700,14.6,29.7,1.9,97.7,3111,34.8,51750,1078,246200,85.5,30.1,0.6,0,0.39582169564825676,0.12985293817066945,0.05693427947598262,4.856164383561644,1,0
11001007901,4205,33.3,33569,1013,352200,21.5,30.9,9.8,87.3,4692,32.9,74348,1279,527800,89.7,28.1,0.6,0,0.9890952605082071,0.34587501419647926,0.13392882527147099,3.1720930232558144,1,1
11001007903,1573,40.3,40577,863,293200,26.7,22.4,5.3,92.5,2002,35.7,83542,1437,545500,92.2,16.5,0,0,0.8490541489020875,0.6709193383356071,0.4954457705677868,2.453183520599251,1,1
11001008001,2735,34.3,92500,1438,520100,61.4,13.9,47.9,45.4,3144,34.7,154423,2523,668000,96.6,3.9,1.3,1,0.499322122162162,0.15349125168236877,0.5757345618915162,0.5732899022801303,0,0
11001008002,3671,35.2,102784,1483,523000,59.6,7.1,58.9,39.2,3397,35.2,134830,1801,776800,95.9,4.1,0.5,0,0.1781096571450811,0.3339274952198852,0.09067977073499667,0.6090604026845639,0,0
11001008100,3399,30.7,125518,1499,662400,76.2,5.3,74.2,22.5,3374,34.7,158021,1858,863600,99,1,0,0,0.1306638099714783,0.17089245169082123,0.1131886591060709,0.29921259842519676,0,0
11001008200,2937,32.3,94342,1450,757900,90.5,7.7,89,3.9,3172,32.7,134391,1961,884100,99.9,4.6,0.9,0.4,0.27935126560810675,0.04764508510357568,0.21460282758620686,0.10386740331491717,0,0
11001008301,2696,31.8,110875,1825,677000,82.1,10.6,82.5,15.5,2601,31.9,138487,2385,810100,98,5.4,0,0.3,0.12176031296505085,0.07466884785819805,0.17368136986301375,0.19366626065773462,0,0
11001008302,2347,33.5,108750,1788,608000,85,4.8,74.4,20.9,2946,34,152266,2184,912300,94.7,1.8,1.6,0,0.25747213425287363,0.3475931414473685,0.09700805369127519,0.11411764705882366,0,0
11001008402,2157,36.1,80143,1204,561400,63.1,11.2,56.9,41.5,2333,35.6,90179,1377,664300,96.6,8.5,1.3,0,0.01056561271726797,0.06271433915211966,0.02714593023255807,0.5309033280507129,0,0
11001008410,1388,34.3,98750,1427,381000,49.9,7.6,29.3,68.3,1632,34.3,167500,2500,712400,95.6,6.4,0.5,0.6,0.5233594936708861,0.6792819947506563,0.573405746320953,0.9158316633266532,0,0
11001008701,2125,40.3,52188,1202,414600,32.5,18,17.2,83.6,2539,32.5,102727,2021,686600,91.3,6.3,0,0.5,0.7678224630183186,0.4873021225277374,0.5100333610648917,1.8092307692307692,0,0
11001008702,1884,35.6,55441,840,349500,29.1,19.7,14.3,78.7,3337,34.4,81883,1767,500800,91.5,15.5,0.8,0.4,0.32643931927634795,0.2868912160228898,0.8892175,2.1443298969072164,0,0
11001008802,4521,35.9,39583,964,323500,28.9,35.8,13.2,85.1,4419,35.2,58621,1126,563400,86,19.7,0,0,0.330053813505798,0.564109860896445,0.049025518672199064,1.975778546712803,1,1
11001008803,2142,24.8,24667,898,232000,15.3,50.5,32.7,57.7,3312,28.2,41000,1419,338900,85,39.5,1.8,0.4,0.49276766530182026,0.311922801724138,0.41915801781737194,4.555555555555555,1,1
